id,loss,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100,X101,X102,X103,X104,X105,X106,X107,X108,X109,X110,X111,X112,X113,X114,X115,X116,X117,X118,X119,X120,X121,X122,X123,X124,X125,X126,X127,X128,X129
2014-08-10_07-21-44_UTC.act26306.dx1012.id-0.R.png,-7805.5,-3.620155039,-3.620155039,-2.620155039,-1.620155039,-1.620155039,-2.620155039,-2.620155039,-2.620155039,-2.620155039,-2.620155039,-2.620155039,-2.620155039,-2.620155039,-2.620155039,-2.620155039,-2.620155039,-1.620155039,-2.620155039,-2.620155039,-2.620155039,-3.620155039,-3.620155039,-3.620155039,-3.620155039,-2.620155039,-2.620155039,-2.620155039,-3.620155039,-3.620155039,-2.620155039,-3.620155039,-3.620155039,-3.620155039,-2.620155039,-1.620155039,-0.620155039,-1.620155039,-2.620155039,-3.620155039,-2.620155039,-2.620155039,-3.620155039,-2.620155039,-2.620155039,-3.620155039,-4.620155039,-2.620155039,-2.620155039,-2.620155039,-2.620155039,-2.620155039,-2.620155039,-2.620155039,-2.620155039,-1.620155039,-1.620155039,-0.620155039,0.379844961,-1.620155039,-3.620155039,-2.620155039,-2.620155039,-2.620155039,-2.620155039,-1.620155039,-1.620155039,-1.620155039,-2.620155039,-2.620155039,0.379844961,-0.620155039,-1.620155039,-0.620155039,0.379844961,0.379844961,1.379844961,1.379844961,1.379844961,1.379844961,1.379844961,2.379844961,1.379844961,1.379844961,1.379844961,2.379844961,0.379844961,-0.620155039,-1.620155039,-1.620155039,-1.620155039,-2.620155039,-2.620155039,-1.620155039,-1.620155039,-1.620155039,-0.620155039,0.379844961,3.379844961,1.379844961,2.379844961,2.379844961,2.379844961,2.379844961,2.379844961,0.379844961,0.379844961,0.379844961,1.379844961,1.379844961,1.379844961,3.379844961,3.379844961,2.379844961,5.379844961,5.379844961,6.379844961,6.379844961,7.379844961,8.379844961,10.37984496,10.37984496,11.37984496,10.37984496,11.37984496,11.37984496,11.37984496,11.37984496,11.37984496,11.37984496
2014-08-10_07-21-44_UTC.act26306.dx1012.id-1.R.png,-7479.5,-3.581395349,-3.581395349,-2.581395349,-1.581395349,-1.581395349,0.418604651,-2.581395349,-2.581395349,-2.581395349,-2.581395349,-2.581395349,-2.581395349,-3.581395349,-2.581395349,-3.581395349,-2.581395349,-1.581395349,-2.581395349,-1.581395349,-2.581395349,-3.581395349,-3.581395349,-3.581395349,-3.581395349,-2.581395349,-2.581395349,-2.581395349,-3.581395349,-0.581395349,-3.581395349,-3.581395349,-3.581395349,-4.581395349,-2.581395349,-1.581395349,-1.581395349,-1.581395349,-2.581395349,-2.581395349,-2.581395349,-2.581395349,-2.581395349,-2.581395349,-2.581395349,-3.581395349,-3.581395349,-2.581395349,-2.581395349,-2.581395349,-2.581395349,-2.581395349,-1.581395349,-1.581395349,-2.581395349,-0.581395349,-1.581395349,-1.581395349,-4.581395349,-1.581395349,-1.581395349,-1.581395349,-1.581395349,-2.581395349,-1.581395349,-1.581395349,-1.581395349,-4.581395349,-2.581395349,-2.581395349,-2.581395349,0.418604651,-0.581395349,-0.581395349,0.418604651,0.418604651,1.418604651,1.418604651,1.418604651,1.418604651,2.418604651,1.418604651,1.418604651,1.418604651,1.418604651,1.418604651,0.418604651,-0.581395349,-1.581395349,-1.581395349,-1.581395349,-1.581395349,-2.581395349,-1.581395349,0.418604651,-0.581395349,-0.581395349,-0.581395349,0.418604651,1.418604651,2.418604651,2.418604651,2.418604651,2.418604651,0.418604651,0.418604651,0.418604651,0.418604651,1.418604651,1.418604651,1.418604651,2.418604651,3.418604651,2.418604651,2.418604651,3.418604651,6.418604651,7.418604651,7.418604651,8.418604651,10.41860465,10.41860465,11.41860465,11.41860465,11.41860465,11.41860465,11.41860465,11.41860465,11.41860465,10.41860465
2014-08-15_06-52-00_UTC.act27065.dx2010.id-19.L.png,-6357.5,83.06976744,83.06976744,79.06976744,79.06976744,83.06976744,86.06976744,90.06976744,90.06976744,89.06976744,88.06976744,85.06976744,79.06976744,76.06976744,71.06976744,71.06976744,70.06976744,67.06976744,67.06976744,67.06976744,66.06976744,63.06976744,59.06976744,58.06976744,55.06976744,57.06976744,54.06976744,54.06976744,48.06976744,43.06976744,36.06976744,30.06976744,25.06976744,28.06976744,29.06976744,34.06976744,37.06976744,42.06976744,41.06976744,31.06976744,27.06976744,20.06976744,15.06976744,7.069767442,0.069767442,-6.930232558,-10.93023256,-15.93023256,-22.93023256,-25.93023256,-29.93023256,-31.93023256,-32.93023256,-30.93023256,-29.93023256,-19.93023256,-19.93023256,-20.93023256,-15.93023256,-11.93023256,-3.930232558,-2.930232558,-8.930232558,-17.93023256,-21.93023256,-23.93023256,-25.93023256,-27.93023256,-24.93023256,-24.93023256,-27.93023256,-25.93023256,-24.93023256,-24.93023256,-31.93023256,-42.93023256,-43.93023256,-47.93023256,-49.93023256,-49.93023256,-48.93023256,-51.93023256,-53.93023256,-57.93023256,-57.93023256,-59.93023256,-63.93023256,-62.93023256,-50.93023256,-42.93023256,-47.93023256,-52.93023256,-52.93023256,-53.93023256,-65.93023256,-66.93023256,-62.93023256,-61.93023256,-47.93023256,-32.93023256,-28.93023256,-27.93023256,-16.93023256,-16.93023256,-15.93023256,-16.93023256,-13.93023256,-13.93023256,-10.93023256,-9.930232558,-9.930232558,-8.930232558,-7.930232558,-7.930232558,-6.930232558,-8.930232558,-9.930232558,-9.930232558,-10.93023256,-12.93023256,-11.93023256,-12.93023256,-15.93023256,-21.93023256,-25.93023256,-26.93023256,-27.93023256,-25.93023256,-25.93023256,-24.93023256
2014-08-15_06-52-00_UTC.act27065.dx2010.id-19.R.png,-5768,50.34883721,50.34883721,51.34883721,50.34883721,54.34883721,55.34883721,53.34883721,53.34883721,53.34883721,51.34883721,51.34883721,52.34883721,55.34883721,54.34883721,56.34883721,57.34883721,58.34883721,53.34883721,53.34883721,53.34883721,53.34883721,53.34883721,56.34883721,61.34883721,63.34883721,60.34883721,55.34883721,54.34883721,49.34883721,42.34883721,35.34883721,31.34883721,34.34883721,35.34883721,41.34883721,43.34883721,48.34883721,48.34883721,46.34883721,36.34883721,26.34883721,18.34883721,11.34883721,1.348837209,-5.651162791,-11.65116279,-17.65116279,-22.65116279,-25.65116279,-25.65116279,-25.65116279,-26.65116279,-23.65116279,-20.65116279,-13.65116279,-13.65116279,-14.65116279,-6.651162791,1.348837209,2.348837209,3.348837209,-8.651162791,-18.65116279,-15.65116279,-15.65116279,-19.65116279,-22.65116279,-21.65116279,-18.65116279,-21.65116279,-19.65116279,-18.65116279,-28.65116279,-33.65116279,-36.65116279,-37.65116279,-45.65116279,-50.65116279,-57.65116279,-60.65116279,-61.65116279,-63.65116279,-63.65116279,-58.65116279,-57.65116279,-58.65116279,-56.65116279,-46.65116279,-45.65116279,-41.65116279,-45.65116279,-46.65116279,-47.65116279,-59.65116279,-60.65116279,-57.65116279,-50.65116279,-38.65116279,-26.65116279,-22.65116279,-21.65116279,-10.65116279,-3.651162791,-5.651162791,-7.651162791,-7.651162791,-7.651162791,-4.651162791,-3.651162791,-3.651162791,-2.651162791,-1.651162791,-0.651162791,-0.651162791,-2.651162791,-3.651162791,-3.651162791,-4.651162791,-6.651162791,-7.651162791,-6.651162791,-9.651162791,-15.65116279,-19.65116279,-20.65116279,-21.65116279,-19.65116279,-19.65116279,-21.65116279
2014-08-15_13-49-25_UTC.act27165.dx1015.id-4.L.png,-11415.5,-6.976744186,-6.976744186,-4.976744186,-0.976744186,-5.976744186,-11.97674419,-11.97674419,-12.97674419,-12.97674419,-7.976744186,-6.976744186,-3.976744186,3.023255814,6.023255814,6.023255814,0.023255814,-8.976744186,-12.97674419,-13.97674419,-7.976744186,-2.976744186,-1.976744186,3.023255814,3.023255814,-1.976744186,-1.976744186,-1.976744186,-2.976744186,-3.976744186,-7.976744186,-3.976744186,-2.976744186,-2.976744186,0.023255814,-0.976744186,0.023255814,1.023255814,6.023255814,6.023255814,13.02325581,18.02325581,18.02325581,8.023255814,1.023255814,1.023255814,3.023255814,3.023255814,4.023255814,1.023255814,-1.976744186,-5.976744186,-5.976744186,1.023255814,1.023255814,-0.976744186,0.023255814,0.023255814,-0.976744186,-11.97674419,-10.97674419,-10.97674419,-6.976744186,-6.976744186,-10.97674419,-14.97674419,-8.976744186,1.023255814,1.023255814,2.023255814,7.023255814,7.023255814,-5.976744186,-7.976744186,-7.976744186,-4.976744186,-10.97674419,-9.976744186,-6.976744186,-5.976744186,-3.976744186,5.023255814,4.023255814,9.023255814,9.023255814,9.023255814,8.023255814,12.02325581,16.02325581,12.02325581,9.023255814,7.023255814,1.023255814,1.023255814,8.023255814,19.02325581,19.02325581,13.02325581,2.023255814,2.023255814,4.023255814,6.023255814,6.023255814,8.023255814,6.023255814,5.023255814,3.023255814,4.023255814,7.023255814,7.023255814,-2.976744186,-3.976744186,-2.976744186,-0.976744186,3.023255814,1.023255814,-1.976744186,-6.976744186,-4.976744186,-3.976744186,-1.976744186,-1.976744186,3.023255814,8.023255814,1.023255814,1.023255814,1.023255814,2.023255814,3.023255814,2.023255814
2014-08-15_13-49-25_UTC.act27165.dx1015.id-4.R.png,-4530.5,-6.100775194,-6.100775194,-5.100775194,-5.100775194,-6.100775194,-6.100775194,-3.100775194,-1.100775194,-0.100775194,0.899224806,2.899224806,2.899224806,4.899224806,6.899224806,6.899224806,1.899224806,-0.100775194,-3.100775194,-4.100775194,-5.100775194,-5.100775194,-5.100775194,-5.100775194,-2.100775194,-9.100775194,-10.10077519,-13.10077519,-13.10077519,-8.100775194,-7.100775194,-3.100775194,-2.100775194,-2.100775194,-2.100775194,0.899224806,0.899224806,-2.100775194,-5.100775194,-9.100775194,-13.10077519,-13.10077519,-13.10077519,-16.10077519,-17.10077519,-16.10077519,-17.10077519,-17.10077519,-16.10077519,-9.100775194,-5.100775194,-5.100775194,-5.100775194,-5.100775194,-5.100775194,-0.100775194,0.899224806,0.899224806,-0.100775194,-1.100775194,-3.100775194,-3.100775194,-2.100775194,1.899224806,3.899224806,3.899224806,-2.100775194,-8.100775194,-9.100775194,-9.100775194,-7.100775194,-3.100775194,-4.100775194,-5.100775194,-9.100775194,-10.10077519,-10.10077519,-10.10077519,-5.100775194,-2.100775194,-0.100775194,5.899224806,4.899224806,7.899224806,9.899224806,8.899224806,8.899224806,9.899224806,13.89922481,15.89922481,15.89922481,15.89922481,14.89922481,15.89922481,14.89922481,18.89922481,12.89922481,7.899224806,2.899224806,2.899224806,5.899224806,6.899224806,6.899224806,8.899224806,6.899224806,5.899224806,3.899224806,5.899224806,6.899224806,8.899224806,6.899224806,6.899224806,6.899224806,7.899224806,6.899224806,7.899224806,9.899224806,6.899224806,3.899224806,3.899224806,3.899224806,2.899224806,8.899224806,8.899224806,9.899224806,1.899224806,1.899224806,2.899224806,3.899224806,2.899224806
2014-08-19_02-48-43_UTC.act27628.dx1019.id-1.R.png,-7909,12.60465116,12.60465116,14.60465116,11.60465116,8.604651163,9.604651163,8.604651163,8.604651163,14.60465116,16.60465116,16.60465116,17.60465116,14.60465116,13.60465116,15.60465116,14.60465116,18.60465116,16.60465116,16.60465116,11.60465116,11.60465116,11.60465116,11.60465116,11.60465116,11.60465116,12.60465116,10.60465116,6.604651163,6.604651163,3.604651163,6.604651163,12.60465116,12.60465116,12.60465116,7.604651163,6.604651163,4.604651163,1.604651163,1.604651163,2.604651163,3.604651163,5.604651163,5.604651163,-2.395348837,-1.395348837,-1.395348837,-4.395348837,-4.395348837,1.604651163,1.604651163,-6.395348837,-2.395348837,-1.395348837,-2.395348837,-1.395348837,-1.395348837,2.604651163,6.604651163,6.604651163,2.604651163,1.604651163,1.604651163,0.604651163,-0.395348837,-3.395348837,-1.395348837,2.604651163,4.604651163,4.604651163,-0.395348837,-2.395348837,-2.395348837,-2.395348837,-2.395348837,-0.395348837,-0.395348837,-3.395348837,-4.395348837,-5.395348837,-6.395348837,-6.395348837,-7.395348837,-4.395348837,-0.395348837,0.604651163,0.604651163,-2.395348837,-4.395348837,-5.395348837,-9.395348837,-16.39534884,-16.39534884,-12.39534884,-10.39534884,-10.39534884,-10.39534884,-10.39534884,-10.39534884,-9.395348837,-9.395348837,-11.39534884,-11.39534884,-10.39534884,-11.39534884,-8.395348837,-9.395348837,-9.395348837,-9.395348837,-10.39534884,-11.39534884,-11.39534884,-7.395348837,-7.395348837,-7.395348837,-5.395348837,-5.395348837,-3.395348837,-1.395348837,-0.395348837,-6.395348837,-8.395348837,-8.395348837,-10.39534884,-10.39534884,-10.39534884,-13.39534884,-16.39534884,-18.39534884,-18.39534884
2014-08-19_02-48-43_UTC.act27628.dx2019.id-0.R.png,-5959,10.81395349,10.81395349,3.813953488,3.813953488,3.813953488,2.813953488,1.813953488,2.813953488,2.813953488,0.813953488,1.813953488,1.813953488,7.813953488,8.813953488,8.813953488,9.813953488,10.81395349,10.81395349,9.813953488,5.813953488,5.813953488,5.813953488,5.813953488,6.813953488,7.813953488,7.813953488,5.813953488,4.813953488,1.813953488,-1.186046512,-1.186046512,-1.186046512,-2.186046512,-1.186046512,5.813953488,6.813953488,6.813953488,5.813953488,3.813953488,6.813953488,7.813953488,6.813953488,6.813953488,6.813953488,7.813953488,9.813953488,6.813953488,2.813953488,1.813953488,-2.186046512,1.813953488,4.813953488,7.813953488,4.813953488,2.813953488,2.813953488,4.813953488,5.813953488,5.813953488,5.813953488,0.813953488,3.813953488,2.813953488,0.813953488,-3.186046512,-2.186046512,-2.186046512,-7.186046512,-7.186046512,-7.186046512,-5.186046512,-4.186046512,-0.186046512,2.813953488,2.813953488,1.813953488,5.813953488,6.813953488,5.813953488,6.813953488,4.813953488,-0.186046512,-6.186046512,-9.186046512,-9.186046512,-7.186046512,-5.186046512,-5.186046512,-4.186046512,-4.186046512,-2.186046512,-3.186046512,-3.186046512,-3.186046512,-3.186046512,-2.186046512,-4.186046512,-4.186046512,-4.186046512,-4.186046512,-4.186046512,-5.186046512,-6.186046512,-5.186046512,-5.186046512,-1.186046512,0.813953488,1.813953488,1.813953488,-0.186046512,-6.186046512,-6.186046512,-8.186046512,-9.186046512,-13.18604651,-10.18604651,-11.18604651,-12.18604651,-12.18604651,-12.18604651,-12.18604651,-14.18604651,-14.18604651,-14.18604651,-9.186046512,-9.186046512,-10.18604651,-9.186046512,-10.18604651
2014-08-23_03-43-49_UTC.act27887.dx1014.id-10.R.png,-13105.5,-10.91472868,-10.91472868,-10.91472868,-10.91472868,-10.91472868,-10.91472868,-10.91472868,-10.91472868,-10.91472868,-9.914728682,-9.914728682,-9.914728682,-10.91472868,-10.91472868,-10.91472868,-9.914728682,-9.914728682,-9.914728682,-10.91472868,-9.914728682,-9.914728682,-9.914728682,-9.914728682,-9.914728682,-9.914728682,-9.914728682,-8.914728682,-8.914728682,-8.914728682,-8.914728682,-8.914728682,-7.914728682,-7.914728682,-7.914728682,-7.914728682,-7.914728682,-7.914728682,-7.914728682,-8.914728682,-7.914728682,-7.914728682,-7.914728682,-7.914728682,-7.914728682,-7.914728682,-6.914728682,-6.914728682,-6.914728682,-5.914728682,-5.914728682,-5.914728682,-4.914728682,-3.914728682,-3.914728682,-3.914728682,-1.914728682,-1.914728682,-0.914728682,0.085271318,1.085271318,2.085271318,4.085271318,4.085271318,5.085271318,7.085271318,7.085271318,6.085271318,6.085271318,6.085271318,6.085271318,5.085271318,5.085271318,5.085271318,4.085271318,4.085271318,4.085271318,5.085271318,5.085271318,5.085271318,5.085271318,6.085271318,6.085271318,8.085271318,8.085271318,8.085271318,10.08527132,8.085271318,8.085271318,8.085271318,8.085271318,7.085271318,7.085271318,7.085271318,6.085271318,6.085271318,6.085271318,6.085271318,5.085271318,7.085271318,6.085271318,5.085271318,5.085271318,5.085271318,5.085271318,6.085271318,6.085271318,7.085271318,7.085271318,7.085271318,7.085271318,8.085271318,8.085271318,7.085271318,7.085271318,6.085271318,7.085271318,7.085271318,7.085271318,8.085271318,8.085271318,9.085271318,10.08527132,11.08527132,12.08527132,13.08527132,12.08527132,13.08527132,13.08527132,13.08527132
2014-08-23_03-43-49_UTC.act27887.dx1014.id-12.R.png,-12368,-10.89922481,-10.89922481,-10.89922481,-10.89922481,-9.899224806,-10.89922481,-10.89922481,-10.89922481,-10.89922481,-8.899224806,-9.899224806,-9.899224806,-10.89922481,-9.899224806,-10.89922481,-9.899224806,-9.899224806,-9.899224806,-10.89922481,-10.89922481,-9.899224806,-9.899224806,-9.899224806,-9.899224806,-8.899224806,-9.899224806,-8.899224806,-8.899224806,-8.899224806,-8.899224806,-8.899224806,-7.899224806,-7.899224806,-7.899224806,-7.899224806,-7.899224806,-7.899224806,-7.899224806,-8.899224806,-8.899224806,-7.899224806,-5.899224806,-7.899224806,-7.899224806,-7.899224806,-6.899224806,-6.899224806,-6.899224806,-5.899224806,-5.899224806,-5.899224806,-4.899224806,-3.899224806,-3.899224806,-3.899224806,-2.899224806,-1.899224806,-1.899224806,0.100775194,1.100775194,1.100775194,4.100775194,4.100775194,5.100775194,7.100775194,7.100775194,6.100775194,6.100775194,6.100775194,6.100775194,5.100775194,5.100775194,5.100775194,4.100775194,4.100775194,6.100775194,5.100775194,5.100775194,5.100775194,6.100775194,6.100775194,6.100775194,6.100775194,7.100775194,8.100775194,8.100775194,8.100775194,8.100775194,8.100775194,8.100775194,7.100775194,7.100775194,7.100775194,6.100775194,6.100775194,6.100775194,5.100775194,5.100775194,7.100775194,6.100775194,5.100775194,5.100775194,5.100775194,5.100775194,6.100775194,7.100775194,7.100775194,7.100775194,7.100775194,7.100775194,7.100775194,8.100775194,7.100775194,7.100775194,6.100775194,7.100775194,7.100775194,7.100775194,8.100775194,8.100775194,10.10077519,11.10077519,11.10077519,12.10077519,13.10077519,12.10077519,11.10077519,13.10077519,13.10077519
